Men,Women,Hispanic,White,Black,Asian,VotingAgeCitizen,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,OtherRace
52.18739235273855,47.81260764726145,0.6,92.7,0.0,1.2,89.73475714777817,21.0,38.9,23.0,21.4,12.0,4.6,83.8,8.4,1.6,0.0,0.0,6.2,27.4,17.189114708921803,90.8,3.8,5.4,0.0,9.9,0.8
