Men,Women,Hispanic,White,Black,Asian,VotingAgeCitizen,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,OtherRace
48.70608826103263,51.29391173896737,2.7,83.0,7.9,4.6,80.28503562945369,8.4,51.7,8.7,30.4,4.5,4.7,80.9,5.5,0.3,1.0,1.4,10.8,21.1,53.869233654206774,81.6,10.6,7.8,0.0,4.0,0.0
