Men,Women,Hispanic,White,Black,Asian,VotingAgeCitizen,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,OtherRace
48.53700516351119,51.46299483648882,11.1,58.4,4.9,20.8,66.09294320137694,1.4,73.9,8.3,13.0,0.8,4.0,77.0,15.6,3.0,0.0,0.6,3.8,36.7,55.1118760757315,70.5,23.5,4.6,1.4,1.4,0.0
